id,variante_principale,variante_ingredients,variante_permutation,actions_principale,actions_ingredients,actions_permutation,nb_principale,nb_ingredients,nb_permutation,title,category,number_of_steps,number_of_ingredients,complexity,flag_t6_complet,flag_t6_doublon,flag_t6_vide,flag_t6_anti_dup,flag_t6_global,cluster
c2cee4a028,"['heat', 'mix', 'kneed', 'form', 'rise', 'punch', 'roll', 'bake', 'serve']","['measure', 'pour', 'stir', 'whisk', 'add', 'combine', 'kneed', 'form', 'rise', 'punch', 'roll', 'top', 'bake', 'serve']","['heat', 'kneed', 'mix', 'form', 'punch', 'rise', 'roll', 'bake', 'serve']","['heat', 'mix', 'kneed', 'form', 'rise', 'punch', 'roll', 'bake', 'serve']","['measure', 'pour', 'stir', 'whisk', 'add', 'combine', 'kneed', 'form', 'rise', 'punch', 'roll', 'top', 'bake', 'serve']","['heat', 'kneed', 'mix', 'form', 'punch', 'rise', 'roll', 'bake', 'serve']",9,14,9,Honey-Wheat Pizza Dough,other,17,7,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
c2eff509a5,"['chop', 'mix', 'heat', 'fry', 'serve']","['chop', 'measure', 'pour', 'mix', 'beat', 'shred', 'heat', 'fry', 'season']","['heat', 'chop', 'mix', 'fry', 'serve']","['chop', 'mix', 'heat', 'fry', 'serve']","['chop', 'measure', 'pour', 'mix', 'beat', 'shred', 'heat', 'fry', 'season']","['heat', 'chop', 'mix', 'fry', 'serve']",5,9,5,Salmon Croquettes,other,1,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,2
c2e2b50baf,"['chop', 'heat', 'mix', 'bake', 'serve']","['chop', 'measure', 'crush', 'grate', 'mix', 'stir', 'bake', 'serve']","['heat', 'chop', 'mix', 'bake', 'serve']","['chop', 'heat', 'mix', 'bake', 'serve']","['chop', 'measure', 'crush', 'grate', 'mix', 'stir', 'bake', 'serve']","['heat', 'chop', 'mix', 'bake', 'serve']",5,8,5,The Ultimate Stuffed Mushrooms,other,11,7,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,1
c2e2260e30,"['drain', 'toss', 'spoon', 'serve']","['chop', 'crumble', 'slice', 'mince', 'toss', 'pour', 'serve']","['toss', 'spoon', 'drain', 'serve']","['drain', 'toss', 'spoon', 'serve']","['chop', 'crumble', 'slice', 'mince', 'toss', 'pour', 'serve']","['toss', 'spoon', 'drain', 'serve']",4,7,4,Thai-Style Tofu Salad,quick_prep,5,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
c2f6b66c6c,"['load', 'mix', 'knead', 'bake', 'serve']","['measure', 'pour', 'chop', 'cream', 'mix', 'knead', 'combine']","['load', 'knead', 'mix', 'bake', 'serve']","['load', 'mix', 'knead', 'bake', 'serve']","['measure', 'pour', 'chop', 'cream', 'mix', 'knead', 'combine']","['load', 'knead', 'mix', 'bake', 'serve']",5,7,5,Buttermilk Wheat Bread Recipe,bakery,5,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,9
c2fa05ac8a,"['mix', 'marinate', 'grill', 'chop', 'toss', 'serve']","['chop', 'measure', 'pour', 'mix', 'marinate', 'grill', 'dice', 'drain', 'toss', 'season']","['marinate', 'grill', 'chop', 'mix', 'toss', 'serve']","['mix', 'marinate', 'grill', 'chop', 'toss', 'serve']","['chop', 'measure', 'pour', 'mix', 'marinate', 'grill', 'dice', 'drain', 'toss', 'season']","['marinate', 'grill', 'chop', 'mix', 'toss', 'serve']",6,10,6,Chopped Tandoori Chicken Salad,quick_prep,11,21,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
c2fc2e9539,"['chop', 'heat', 'mash', 'whisk', 'toss', 'serve']","['chop', 'measure', 'peel', 'dice', 'mash', 'whisk', 'stir', 'toss', 'sprinkle']","['heat', 'mash', 'chop', 'whisk', 'toss', 'serve']","['chop', 'heat', 'mash', 'whisk', 'toss', 'serve']","['chop', 'measure', 'peel', 'dice', 'mash', 'whisk', 'stir', 'toss', 'sprinkle']","['heat', 'mash', 'chop', 'whisk', 'toss', 'serve']",6,9,6,Watercress Salad with Beets and Roasted-Garlic Crostini,quick_prep,19,13,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,21
c2dc18586d,"['slice', 'mix', 'heat', 'beat', 'pour', 'bake', 'layer', 'serve']","['chop', 'measure', 'mix', 'heat', 'beat', 'pour', 'bake', 'layer', 'stir', 'cook', 'reserve', 'sprinkle']","['heat', 'beat', 'mix', 'slice', 'bake', 'pour', 'layer', 'serve']","['slice', 'mix', 'heat', 'beat', 'pour', 'bake', 'layer', 'serve']","['chop', 'measure', 'mix', 'heat', 'beat', 'pour', 'bake', 'layer', 'stir', 'cook', 'reserve', 'sprinkle']","['heat', 'beat', 'mix', 'slice', 'bake', 'pour', 'layer', 'serve']",8,12,8,Banana Trifle,other,23,11,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
c2e5d44f76,"['whisk', 'combine', 'pour', 'mix', 'refrigerate', 'serve']","['chop', 'grate', 'shred', 'measure', 'whisk', 'combine', 'pour', 'mix']","['combine', 'whisk', 'pour', 'mix', 'refrigerate', 'serve']","['whisk', 'combine', 'pour', 'mix', 'refrigerate', 'serve']","['chop', 'grate', 'shred', 'measure', 'whisk', 'combine', 'pour', 'mix']","['combine', 'whisk', 'pour', 'mix', 'refrigerate', 'serve']",6,8,6,""" Nat's King Cole"" Coleslaw",other,4,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
c2e67ac314,"['chop', 'heat', 'mix', 'roll', 'brush', 'bake', 'serve']","['chop', 'slice', 'measure', 'mix', 'combine', 'roll', 'brush', 'pour', 'bake', 'serve']","['heat', 'chop', 'roll', 'mix', 'brush', 'bake', 'serve']","['chop', 'heat', 'mix', 'roll', 'brush', 'bake', 'serve']","['chop', 'slice', 'measure', 'mix', 'combine', 'roll', 'brush', 'pour', 'bake', 'serve']","['heat', 'chop', 'roll', 'mix', 'brush', 'bake', 'serve']",7,10,7,Turkey Turnovers with BBQ-Cranberry Sauce,other,19,8,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
c2f4212fb9,"['pulse', 'mix', 'roll', 'store']","['chop', 'measure', 'pulse', 'mix', 'roll', 'coat']","['roll', 'mix', 'pulse', 'store']","['pulse', 'mix', 'roll', 'store']","['chop', 'measure', 'pulse', 'mix', 'roll', 'coat']","['roll', 'mix', 'pulse', 'store']",4,6,4,Rum Balls,other,14,5,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
c2edbbddc7,"['pour', 'mix', 'knead', 'heat', 'bake', 'serve']","['chop', 'measure', 'pour', 'crack', 'whisk', 'mix', 'sift', 'knead', 'heat', 'bake', 'serve']","['mix', 'pour', 'knead', 'heat', 'bake', 'serve']","['pour', 'mix', 'knead', 'heat', 'bake', 'serve']","['chop', 'measure', 'pour', 'crack', 'whisk', 'mix', 'sift', 'knead', 'heat', 'bake', 'serve']","['mix', 'pour', 'knead', 'heat', 'bake', 'serve']",6,11,6,Bread Machine Rice Bread,bakery,11,11,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,9
c2f14aa8c5,"['chop', 'heat', 'mix', 'pour', 'bake', 'serve']","['chop', 'measure', 'sort', 'peel', 'trim', 'pour', 'mix', 'bake', 'season', 'serve']","['heat', 'chop', 'pour', 'mix', 'bake', 'serve']","['chop', 'heat', 'mix', 'pour', 'bake', 'serve']","['chop', 'measure', 'sort', 'peel', 'trim', 'pour', 'mix', 'bake', 'season', 'serve']","['heat', 'chop', 'pour', 'mix', 'bake', 'serve']",6,10,6,Chanterelles with Chestnuts and Pearl Onions,other,25,7,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
c2fd1529c9,"['chop', 'mix', 'pour', 'serve']","['chop', 'measure', 'mix', 'pour', 'whip', 'serve']","['pour', 'chop', 'mix', 'serve']","['chop', 'mix', 'pour', 'serve']","['chop', 'measure', 'mix', 'pour', 'whip', 'serve']","['pour', 'chop', 'mix', 'serve']",4,6,4,Strawberries and Cream,other,4,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
c2f49fb072,"['mix', 'heat', 'bake', 'cool', 'beat', 'serve']","['chop', 'measure', 'pour', 'stir', 'knead', 'slice']","['heat', 'mix', 'bake', 'beat', 'cool', 'serve']","['mix', 'heat', 'bake', 'cool', 'beat', 'serve']","['chop', 'measure', 'pour', 'stir', 'knead', 'slice']","['heat', 'mix', 'bake', 'beat', 'cool', 'serve']",6,6,6,Carrot Cake Bars,bakery,16,21,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
c2fdb61f3b,"['chop', 'layer', 'sprinkle', 'chill', 'serve']","['chop', 'mince', 'crumble', 'grate', 'mix', 'sprinkle']","['layer', 'chop', 'sprinkle', 'chill', 'serve']","['chop', 'layer', 'sprinkle', 'chill', 'serve']","['chop', 'mince', 'crumble', 'grate', 'mix', 'sprinkle']","['layer', 'chop', 'sprinkle', 'chill', 'serve']",5,6,5,Awesome Sliced Tomatoes Recipe,other,6,1,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,19
c303cad0e3,"['mix', 'heat', 'pour', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'heat', 'cook', 'finish']","['heat', 'pour', 'mix', 'cook', 'serve']","['mix', 'heat', 'pour', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'heat', 'cook', 'finish']","['heat', 'pour', 'mix', 'cook', 'serve']",5,7,5,Ambrosia Batter Recipe,other,38,3,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
c31395bfc3,"['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'mix', 'heat', 'cook', 'season', 'serve']","['heat', 'cook', 'mix', 'chop', 'serve']","['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'mix', 'heat', 'cook', 'season', 'serve']","['heat', 'cook', 'mix', 'chop', 'serve']",5,10,5,Vegetable Soup Explosion--Slow Cooker Version,stew,14,20,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
c311be8ddd,"['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'measure', 'pour', 'mix', 'blend', 'combine', 'stir', 'spray', 'fill', 'bake', 'serve']","['heat', 'chop', 'mix', 'bake', 'serve']","['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'measure', 'pour', 'mix', 'blend', 'combine', 'stir', 'spray', 'fill', 'bake', 'serve']","['heat', 'chop', 'mix', 'bake', 'serve']",5,11,5,Tamale Cornbread Muffins,bakery,8,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,1
c30122c289,"['season', 'dip', 'coat', 'bake', 'simmer', 'serve']","['chop', 'measure', 'pour', 'grate', 'beat', 'mix', 'combine', 'reserve']","['season', 'bake', 'dip', 'coat', 'simmer', 'serve']","['season', 'dip', 'coat', 'bake', 'simmer', 'serve']","['chop', 'measure', 'pour', 'grate', 'beat', 'mix', 'combine', 'reserve']","['season', 'bake', 'dip', 'coat', 'simmer', 'serve']",6,8,6,Panko Parmesan Crusted Chicken with Wasabi Tomato Sauce,other,15,13,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
c2feff5ae7,"['pound', 'stir', 'heat', 'saute', 'microwave', 'spoon', 'squirt']","['chop', 'measure', 'stir', 'mix', 'pour', 'heat', 'saute', 'microwave', 'spoon']","['stir', 'pound', 'heat', 'saute', 'microwave', 'spoon', 'squirt']","['pound', 'stir', 'heat', 'saute', 'microwave', 'spoon', 'squirt']","['chop', 'measure', 'stir', 'mix', 'pour', 'heat', 'saute', 'microwave', 'spoon']","['stir', 'pound', 'heat', 'saute', 'microwave', 'spoon', 'squirt']",7,9,7,Paprika Chicken With Hummus,other,12,11,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
c31a37be61,"['chop', 'heat', 'cook', 'mix', 'serve']","['chop', 'dice', 'measure', 'pour', 'heat', 'mix', 'sprinkle', 'drain']","['heat', 'chop', 'mix', 'cook', 'serve']","['chop', 'heat', 'cook', 'mix', 'serve']","['chop', 'dice', 'measure', 'pour', 'heat', 'mix', 'sprinkle', 'drain']","['heat', 'chop', 'mix', 'cook', 'serve']",5,8,5,Kamush (Mexican tortilla appetizers),other,10,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
c30ca62fc9,"['knead', 'roll', 'fill', 'fry', 'serve']","['chop', 'dice', 'mince', 'measure', 'mix', 'knead', 'roll', 'fill', 'fry']","['roll', 'knead', 'fill', 'fry', 'serve']","['knead', 'roll', 'fill', 'fry', 'serve']","['chop', 'dice', 'mince', 'measure', 'mix', 'knead', 'roll', 'fill', 'fry']","['roll', 'knead', 'fill', 'fry', 'serve']",5,9,5,Panzerotti with Semolina Powder,other,32,13,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,9
c30d7b3309,"['rinse', 'heat', 'stir', 'mush', 'simmer', 'boil', 'serve']","['chop', 'measure', 'rinse', 'pour', 'spray', 'stir', 'mush', 'simmer', 'boil', 'add']","['heat', 'rinse', 'simmer', 'mush', 'stir', 'boil', 'serve']","['rinse', 'heat', 'stir', 'mush', 'simmer', 'boil', 'serve']","['chop', 'measure', 'rinse', 'pour', 'spray', 'stir', 'mush', 'simmer', 'boil', 'add']","['heat', 'rinse', 'simmer', 'mush', 'stir', 'boil', 'serve']",7,10,7,Indian Makhani Daal - Lower Fat Creamed Black Lentils,other,10,12,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
c3101aaf1c,"['chop', 'mix', 'toss', 'top', 'serve']","['chop', 'slice', 'measure', 'pour', 'mix', 'toss', 'sprinkle']","['toss', 'chop', 'mix', 'top', 'serve']","['chop', 'mix', 'toss', 'top', 'serve']","['chop', 'slice', 'measure', 'pour', 'mix', 'toss', 'sprinkle']","['toss', 'chop', 'mix', 'top', 'serve']",5,7,5,Strawberry Salad,quick_prep,2,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,17
c3117a67bc,"['crack', 'mix', 'heat', 'pour', 'roll', 'cut', 'serve']","['crack', 'measure', 'mix', 'stir', 'heat', 'pour', 'roll', 'cut', 'serve']","['heat', 'crack', 'mix', 'pour', 'roll', 'cut', 'serve']","['crack', 'mix', 'heat', 'pour', 'roll', 'cut', 'serve']","['crack', 'measure', 'mix', 'stir', 'heat', 'pour', 'roll', 'cut', 'serve']","['heat', 'crack', 'mix', 'pour', 'roll', 'cut', 'serve']",7,9,7,For Lunch Boxes! Tamagoyaki (Japanese Omelette) with Oyster Sauce and Mayonnaise,other,7,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
c308d27970,"['sift', 'cream', 'beat', 'stir', 'pipe', 'bake', 'cool', 'frost', 'top']","['chop', 'measure', 'sift', 'cream', 'beat', 'stir', 'pour', 'drain', 'reserve', 'toast']","['cream', 'sift', 'beat', 'stir', 'pipe', 'bake', 'cool', 'frost', 'top']","['sift', 'cream', 'beat', 'stir', 'pipe', 'bake', 'cool', 'frost', 'top']","['chop', 'measure', 'sift', 'cream', 'beat', 'stir', 'pour', 'drain', 'reserve', 'toast']","['cream', 'sift', 'beat', 'stir', 'pipe', 'bake', 'cool', 'frost', 'top']",9,10,9,Baked Carrot Cake Doughnuts,bakery,17,18,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
c31561c236,"['chop', 'mix', 'whiz', 'serve']","['chop', 'peel', 'measure', 'pour', 'whiz', 'stir']","['whiz', 'chop', 'mix', 'serve']","['chop', 'mix', 'whiz', 'serve']","['chop', 'peel', 'measure', 'pour', 'whiz', 'stir']","['whiz', 'chop', 'mix', 'serve']",4,6,4,Beet root Dip,quick_prep,1,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
c32278934c,"['chop', 'boil', 'drain', 'mix', 'bake', 'serve']","['chop', 'dice', 'peel', 'crumble', 'beat', 'mix', 'combine', 'pour', 'bake']","['boil', 'chop', 'drain', 'bake', 'mix', 'serve']","['chop', 'boil', 'drain', 'mix', 'bake', 'serve']","['chop', 'dice', 'peel', 'crumble', 'beat', 'mix', 'combine', 'pour', 'bake']","['boil', 'chop', 'drain', 'bake', 'mix', 'serve']",6,9,6,Aunt Gerry's Squash / Eggplant Casserole,stew,10,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
c3207ea718,"['grease', 'mix', 'melt', 'fold', 'bake', 'cool']","['chop', 'measure', 'sift', 'melt', 'whisk', 'fold', 'sprinkle']","['melt', 'grease', 'fold', 'mix', 'bake', 'cool']","['grease', 'mix', 'melt', 'fold', 'bake', 'cool']","['chop', 'measure', 'sift', 'melt', 'whisk', 'fold', 'sprinkle']","['melt', 'grease', 'fold', 'mix', 'bake', 'cool']",6,7,6,Surfer Squares,other,11,10,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
c316db63a8,"['chop', 'mix', 'heat', 'bake', 'cool', 'arrange', 'chill', 'serve']","['chop', 'measure', 'sift', 'whisk', 'pour', 'heat', 'strain', 'mix', 'fold', 'arrange', 'garnish']","['heat', 'bake', 'mix', 'chop', 'cool', 'arrange', 'chill', 'serve']","['chop', 'mix', 'heat', 'bake', 'cool', 'arrange', 'chill', 'serve']","['chop', 'measure', 'sift', 'whisk', 'pour', 'heat', 'strain', 'mix', 'fold', 'arrange', 'garnish']","['heat', 'bake', 'mix', 'chop', 'cool', 'arrange', 'chill', 'serve']",8,11,8,Fresh Strawberry Tart,bakery,49,9,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,19
c325086fbf,"['crush', 'season', 'sear', 'roast', 'reduce', 'simmer', 'stir', 'serve']","['chop', 'crush', 'measure', 'pour', 'sprinkle', 'drain', 'rinse', 'stir', 'season', 'sear', 'reduce', 'simmer']","['season', 'crush', 'sear', 'roast', 'reduce', 'simmer', 'stir', 'serve']","['crush', 'season', 'sear', 'roast', 'reduce', 'simmer', 'stir', 'serve']","['chop', 'crush', 'measure', 'pour', 'sprinkle', 'drain', 'rinse', 'stir', 'season', 'sear', 'reduce', 'simmer']","['season', 'crush', 'sear', 'roast', 'reduce', 'simmer', 'stir', 'serve']",8,12,8,Steak au Poivre,other,20,9,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
c31c3fd8ff,"['mix', 'roll', 'brush', 'prick', 'bake', 'fill', 'seal', 'trim', 'decorate']","['measure', 'sift', 'chop', 'cream', 'whisk', 'beat', 'mix', 'knead', 'rest', 'roll', 'brush', 'prick', 'bake', 'fill', 'seal', 'trim', 'decorate']","['roll', 'mix', 'prick', 'brush', 'bake', 'seal', 'fill', 'trim', 'decorate']","['mix', 'roll', 'brush', 'prick', 'bake', 'fill', 'seal', 'trim', 'decorate']","['measure', 'sift', 'chop', 'cream', 'whisk', 'beat', 'mix', 'knead', 'rest', 'roll', 'brush', 'prick', 'bake', 'fill', 'seal', 'trim', 'decorate']","['roll', 'mix', 'prick', 'brush', 'bake', 'seal', 'fill', 'trim', 'decorate']",9,17,9,Pie Crust 101,bakery,34,11,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
c320fcf9d4,"['sift', 'beat', 'pour', 'bake', 'serve']","['sift', 'measure', 'grind', 'mix', 'beat', 'pour', 'spray', 'bake', 'serve']","['beat', 'sift', 'pour', 'bake', 'serve']","['sift', 'beat', 'pour', 'bake', 'serve']","['sift', 'measure', 'grind', 'mix', 'beat', 'pour', 'spray', 'bake', 'serve']","['beat', 'sift', 'pour', 'bake', 'serve']",5,9,5,Blue Corn Madeleines Recipe,other,15,9,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
c3212adc09,"['coat', 'mix', 'stir', 'spread', 'cook', 'cool', 'invert', 'cut']","['measure', 'sift', 'whisk', 'melt', 'pour', 'stir', 'combine', 'fold']","['coat', 'spread', 'mix', 'stir', 'cook', 'invert', 'cool', 'cut']","['coat', 'mix', 'stir', 'spread', 'cook', 'cool', 'invert', 'cut']","['measure', 'sift', 'whisk', 'melt', 'pour', 'stir', 'combine', 'fold']","['coat', 'spread', 'mix', 'stir', 'cook', 'invert', 'cool', 'cut']",8,8,8,Slow Cooker Brownie Cake Squares,bakery,9,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
c321ff37bc,"['chop', 'mix', 'pour', 'heat', 'bake', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir', 'heat', 'bake', 'season', 'serve']","['heat', 'chop', 'mix', 'bake', 'pour', 'serve']","['chop', 'mix', 'pour', 'heat', 'bake', 'serve']","['chop', 'measure', 'pour', 'mix', 'stir', 'heat', 'bake', 'season', 'serve']","['heat', 'chop', 'mix', 'bake', 'pour', 'serve']",6,9,6,Chicken And Rice With Shredded Mushroom Sauce Recipe,other,7,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,18
c329f64a10,"['chop', 'blend', 'season', 'transfer']","['chop', 'toast', 'grate', 'measure', 'blend', 'pour', 'season']","['blend', 'season', 'chop', 'transfer']","['chop', 'blend', 'season', 'transfer']","['chop', 'toast', 'grate', 'measure', 'blend', 'pour', 'season']","['blend', 'season', 'chop', 'transfer']",4,7,4,Herb Pesto,other,7,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,7
c31ffd237f,"['chop', 'heat', 'saute', 'brown', 'simmer', 'stir', 'serve']","['chop', 'measure', 'pour', 'dredge', 'scrape', 'stir', 'season', 'brown', 'simmer', 'taste']","['heat', 'chop', 'brown', 'saute', 'simmer', 'stir', 'serve']","['chop', 'heat', 'saute', 'brown', 'simmer', 'stir', 'serve']","['chop', 'measure', 'pour', 'dredge', 'scrape', 'stir', 'season', 'brown', 'simmer', 'taste']","['heat', 'chop', 'brown', 'saute', 'simmer', 'stir', 'serve']",7,10,7,Beef Stroganoff With Cremini & Porcini Mushrooms,other,25,15,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,24
c320acb8d6,"['scrub', 'prick', 'microwave', 'mash', 'stir', 'whisk', 'brush', 'fold', 'freeze', 'boil', 'render', 'fry', 'serve']","['scrub', 'chop', 'prick', 'microwave', 'mash', 'stir', 'whisk', 'brush', 'fold', 'measure', 'pour', 'freeze', 'boil', 'render', 'dice', 'fry', 'serve']","['prick', 'microwave', 'scrub', 'mash', 'whisk', 'stir', 'brush', 'fold', 'freeze', 'render', 'boil', 'fry', 'serve']","['scrub', 'prick', 'microwave', 'mash', 'stir', 'whisk', 'brush', 'fold', 'freeze', 'boil', 'render', 'fry', 'serve']","['scrub', 'chop', 'prick', 'microwave', 'mash', 'stir', 'whisk', 'brush', 'fold', 'measure', 'pour', 'freeze', 'boil', 'render', 'dice', 'fry', 'serve']","['prick', 'microwave', 'scrub', 'mash', 'whisk', 'stir', 'brush', 'fold', 'freeze', 'render', 'boil', 'fry', 'serve']",13,17,13,Shortcut Pierogies,bakery,28,13,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,21
c322c2b909,"['chop', 'mix', 'blend', 'pour', 'serve']","['chop', 'measure', 'peel', 'mix', 'blend', 'pour', 'stir']","['blend', 'pour', 'mix', 'chop', 'serve']","['chop', 'mix', 'blend', 'pour', 'serve']","['chop', 'measure', 'peel', 'mix', 'blend', 'pour', 'stir']","['blend', 'pour', 'mix', 'chop', 'serve']",5,7,5,Chocolate Banana Peanut Butter Smoothie,quick_prep,1,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,7
c337334e05,"['wash', 'heat', 'fry', 'add', 'stir', 'cook', 'loosen', 'rest', 'serve']","['wash', 'chop', 'measure', 'heat', 'fry', 'add', 'stir', 'cook', 'loosen', 'rest', 'serve']","['heat', 'wash', 'fry', 'stir', 'add', 'cook', 'rest', 'loosen', 'serve']","['wash', 'heat', 'fry', 'add', 'stir', 'cook', 'loosen', 'rest', 'serve']","['wash', 'chop', 'measure', 'heat', 'fry', 'add', 'stir', 'cook', 'loosen', 'rest', 'serve']","['heat', 'wash', 'fry', 'stir', 'add', 'cook', 'rest', 'loosen', 'serve']",9,11,9,Rice Puloa,other,3,14,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
c328446362,"['cook', 'mix', 'chill', 'serve']","['chop', 'thaw', 'measure', 'pour', 'mix', 'add']","['cook', 'chill', 'mix', 'serve']","['cook', 'mix', 'chill', 'serve']","['chop', 'thaw', 'measure', 'pour', 'mix', 'add']","['cook', 'chill', 'mix', 'serve']",4,6,4,Bonnie's Delicious Cranberry Salad Recipe,quick_prep,4,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,19
c3395eb702,"['grate', 'mix', 'season', 'serve']","['chop', 'grate', 'core', 'mix', 'measure', 'toast', 'season']","['season', 'grate', 'mix', 'serve']","['grate', 'mix', 'season', 'serve']","['chop', 'grate', 'core', 'mix', 'measure', 'toast', 'season']","['season', 'grate', 'mix', 'serve']",4,7,4,Raw Beet Salad With Apples & Raisins,quick_prep,10,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
c33a642edc,"['wash', 'poke', 'mix', 'pour', 'heat', 'serve']","['chop', 'measure', 'mix', 'whisk', 'pour', 'marinate', 'heat', 'serve']","['poke', 'mix', 'wash', 'pour', 'heat', 'serve']","['wash', 'poke', 'mix', 'pour', 'heat', 'serve']","['chop', 'measure', 'mix', 'whisk', 'pour', 'marinate', 'heat', 'serve']","['poke', 'mix', 'wash', 'pour', 'heat', 'serve']",6,8,6,London Broil Marinade,other,9,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
c341e486d5,"['chop', 'mix', 'season', 'serve']","['chop', 'mince', 'dice', 'drain', 'mix', 'season']","['season', 'mix', 'chop', 'serve']","['chop', 'mix', 'season', 'serve']","['chop', 'mince', 'dice', 'drain', 'mix', 'season']","['season', 'mix', 'chop', 'serve']",4,6,4,Pico de Tuna,other,3,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
c3292c6eb1,"['chop', 'mix', 'stand', 'serve']","['chop', 'measure', 'pour', 'combine', 'mix', 'stand']","['stand', 'chop', 'mix', 'serve']","['chop', 'mix', 'stand', 'serve']","['chop', 'measure', 'pour', 'combine', 'mix', 'stand']","['stand', 'chop', 'mix', 'serve']",4,6,4,Fiery Strawberry-Mint Salsa,other,2,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
c33fbaa000,"['chop', 'mix', 'refridgerate', 'serve']","['chop', 'measure', 'drain', 'rinse', 'mix', 'pour', 'stir']","['refridgerate', 'chop', 'mix', 'serve']","['chop', 'mix', 'refridgerate', 'serve']","['chop', 'measure', 'drain', 'rinse', 'mix', 'pour', 'stir']","['refridgerate', 'chop', 'mix', 'serve']",4,7,4,Aztec Salsa,other,7,10,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
c3320c1de6,"['chop', 'mix', 'stir', 'serve']","['chop', 'dice', 'measure', 'pour', 'stir']","['stir', 'chop', 'mix', 'serve']","['chop', 'mix', 'stir', 'serve']","['chop', 'dice', 'measure', 'pour', 'stir']","['stir', 'chop', 'mix', 'serve']",4,5,4,Tomato Yogurt Sauce,other,2,3,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,6
